name,age,is_alive,score
xAZfWLq,75,True,
ligqLSP,85,True,99.73
KuQSsAh,91,True,49.62
FjHBPvL,56,False,32.07
NoSZtyP,77,False,39.42
lvyDnPY,73,False,99.55
BzeuWit,22,True,41.61
WrjGBxw,96,True,20.29
MlwwCgV,46,False,16.5
SkTLlIA,37,False,64.5
mfCPCoZ,23,True,52.52
EniJqaZ,83,False,10.12
aOmgzQY,39,False,43.51
KfEpAGH,33,True,80.09
pKRwZIg,68,False,99.16
hrGJlUK,20,False,72.24
tzwgoWZ,61,True,95.97
qaMJWEh,80,False,75.73
ZkiaYYY,48,True,54.75
fJZbySr,,True,89.38
wKJKlQi,58,True,19.68
NcPLGTY,88,True,88.42
ftdJLur,1,,41.89
aqREndc,41,False,24.19
xAjjkvz,,False,10.44
uNvlxxY,39,False,77.38
PRzBMyE,28,False,31.79
uprLOSI,73,False,81.36
sCOHfbT,25,True,88.44
zFtLWtI,76,False,2.14
MYopMoX,10,True,59.47
UMEUqbw,52,True,22.61
FFvQYRH,44,True,50.07
krUKvRN,41,False,88.99
EkrlXks,90,True,19.17
EPuvsFu,13,True,80.46
KzyFoBH,9,True,96.94
,26,False,81.85
MYMsXPo,85,False,35.84
JUydIXL,70,,36.44
TbxCflV,2,True,25.83
AABTccW,73,False,54.97
HlfOxVc,54,True,52.15
qTdlOvB,96,False,55.4
PqAKtlI,45,True,89.26
TLxSoNX,39,,49.7
GBUMPPj,18,True,52.51
VsIENwt,,True,77.2
iYputXp,13,False,88.9
YAGCQjE,60,True,83.46
kVzVhiC,60,True,20.16
htMBbwF,61,True,25.31
RfxvafC,5,True,7.25
TmgqOfU,66,True,59.37
aUnHYAQ,19,True,61.69
uTyLzSN,71,True,22.55
PozwGjB,47,True,55.88
HghxmYe,63,True,36.87
mhlrbKX,11,,2.37
AQBQpsr,84,False,15.02
ERGitWA,,True,
dRYTZID,,True,27.51
wdsGMdN,70,False,25.9
axJtSBD,99,False,2.21
,4,False,5.06
WRHKiYA,71,False,95.79
snXYRdH,46,False,70.82
IkppnVa,97,False,39.09
qeJNOXk,,True,49.83
iCOtsrV,63,True,2.47
nKPqnAf,80,True,80.01
wlctHxh,17,,79.6
Olbbedb,16,True,81.69
AVuKRKD,70,False,65.4
mxzziyt,58,False,70.32
bIyYKCq,9,,
,37,False,22.44
ZVGvqpG,97,True,80.1
YMIvhvT,21,False,44.1
qKLTcYx,91,True,
cgMDlEb,84,True,79.57
xWchzTL,73,True,50.29
ScPLikx,19,True,13.49
CIYKBaF,89,False,38.55
OFQcniM,35,True,45.99
fFTPOaa,83,True,75.4
npBxLEO,33,False,54.38
iGlyluq,68,False,50.61
kXAXovf,85,True,19.65
sKVsQMt,69,True,74.7
oJYmOaG,48,False,21.65
CBuAJVt,70,False,61.57
OajMNrQ,72,False,92.19
yUJeWLn,29,False,66.94
VVIEjAn,79,False,80.12
eVzAYcN,2,False,89.66
XAvkmJn,99,False,59.05
zdaCgwa,49,False,66.77
yqkydzq,80,True,
QcQDvKe,97,True,51.37
euzHXxj,29,True,66.76
AmJnYus,72,False,28.68
vbbmOMk,66,False,
PhQWwkI,58,True,94.39
cwYTckh,53,False,36.8
,29,False,20.08
aXLTBjn,7,False,74.23
aipjMvK,49,False,86.7
iGPLVcV,22,True,89.16
,,False,44.09
pbGYyEb,20,True,96.51
ZyqUHsH,56,True,12.59
ACyYCRe,62,False,90.46
GmvgbzN,15,True,25.34
HvrSEEC,40,True,39.95
PKVOFeb,16,False,40.93
SzatTcj,43,False,32.47
qmXWOvV,74,True,27.17
cnwpzWi,89,True,27.47
PnlswxR,44,True,70.25
ROtLcWl,6,True,71.85
YXWdHwM,45,False,47.04
ngGJGvY,51,False,74.55
RAWAxTw,99,True,66.74
fPxZUgT,,False,4.65
fMGNaLq,2,False,79.78
IlCitdU,18,True,93.98
UoqpPAJ,4,True,
XvMelnp,64,False,50.32
PRlICMh,96,True,62.22
aPaKkMV,76,True,
PqXCBJP,55,True,13.57
mmfIFfo,42,,90.23
FPayFfk,84,False,86.15
TxGrnTQ,85,False,77.57
IstLclH,30,False,32.24
DRuxUlX,84,,
EZFDgCF,25,True,68.31
lyQvNYl,58,False,59.74
,31,True,5.92
IZJjWhV,64,False,50.55
yisxevh,30,False,41.8
udTVTBo,85,True,86.49
XQajqHO,40,False,22.79
deyCtta,35,False,71.43
zBcXMAH,18,True,51.28
VzsMpan,16,False,96.97
NooQJJr,,False,7.34
ElHlWxr,5,False,63.9
giGXrmq,19,True,9.94
qvMZKxh,78,False,20.79
aowQhLX,40,True,29.53
ywEIxYP,13,True,73.18
cJiBAjD,66,,63.73
YzKvFDg,51,True,65.96
spJKMNU,43,False,38.93
IQuYnfc,17,False,99.81
NizQXvg,51,True,86.5
ixaZtAT,46,True,40.65
JBaNfWJ,28,False,27.47
VhpxUsm,97,True,34.05
rwQAVkL,96,False,66.25
ZJWEeEy,80,False,5.71
YipkBsK,22,False,73.53
gYxRPLb,37,False,
wdWCZsa,49,True,85.71
lJXGRAH,,False,91.47
iVuWjXD,73,False,85.24
oqRusRW,24,False,99.35
vWyNrhq,84,True,29.2
fcLdUOf,25,False,66.68
IHojfom,86,True,93.59
UJgFULC,81,False,18.97
CcrKqIP,37,False,71.18
BkuDqcE,15,False,38.33
qufbQsn,43,False,9.12
LnafcwY,61,True,22.0
FozaFjT,20,False,45.42
GtPStuH,52,True,4.9
qhobxIE,4,True,
xtieaJt,,True,29.85
NXTZxIw,57,True,5.89
,19,True,61.98
LmQxbVo,16,True,
,99,True,7.57
nkVWGbD,49,True,44.47
SqUICNU,25,True,51.02
,82,False,97.76
ArPZNmi,8,False,93.15
rDIxUGz,61,True,92.6
bPNUmAm,50,True,71.19
vrNkMAE,,True,
kFnpDcd,39,False,21.21
WYYTauW,19,False,8.69
sYekuTv,58,False,82.79
QEJujdO,76,True,41.25
HWAdtpP,41,False,73.77
UxkEWzK,45,True,3.04
ObpqbNx,93,True,81.93
OyjQbxB,3,False,13.55
YRcdBqe,29,False,80.45
VdanBlF,78,True,46.55
kPMfxXp,59,False,59.36
dKEwbcb,98,False,55.24
pYmHLjP,44,,
Lwmnaxz,65,False,46.38
SnSivBK,30,True,53.23
qhqlvHr,26,False,85.1
dExMlTh,46,True,29.35
,71,False,24.32
wnfesHN,,False,43.28
OIOTlxf,68,True,
LTkTbrE,94,False,58.32
XeQlcxN,44,True,15.1
xJFYgFE,86,True,59.24
ZjoqdNu,71,True,91.85
,88,False,1.68
piOxLxl,85,True,42.65
zvIQbvM,26,False,53.17
FBtoceA,63,False,10.28
VFadwJa,7,True,41.6
VsmZDLZ,26,True,59.56
mjbYWnS,34,True,61.67
lqRylBG,43,True,99.6
xQnypYr,100,True,43.9
luNLSTA,61,False,16.01
HXChPut,25,False,
,7,False,9.8
AYeRWix,11,True,29.57
axNjoLe,48,,32.08
urtGOly,4,,16.81
oCvuwAF,77,True,
SndGWcY,46,False,98.12
,20,False,81.25
TZDSzPN,79,True,67.0
TxJwqhe,17,False,87.46
eHRWnMB,9,True,50.14
LIdEqES,63,False,46.19
lDVZYXd,79,True,73.87
zvXCqHY,14,True,71.92
lUcfDyE,35,True,17.33
,19,True,42.48
AbJsXXN,,False,20.75
DuOCvSH,38,False,97.99
TVoSmRG,1,False,78.5
SGPKAiz,13,True,81.06
NDmAgtX,7,True,80.98
AhNCFyA,62,False,41.4
xYvvPMa,30,True,37.03
EfDOboB,98,False,89.92
EkSDVVL,82,True,42.3
kiiOedd,18,False,8.63
egCLBWy,63,False,35.99
zNzlOaR,14,False,47.65
rFMMGmx,97,False,37.97
UepsHiR,62,False,74.57
ELyWLwa,12,False,27.63
KstySWD,14,,18.93
YQiVyWP,26,True,
BViHAiZ,49,False,28.57
,88,False,70.09
lWshJAT,20,False,57.95
aYluPFz,61,False,53.18
YEHyiUM,,False,75.73
LEGOiWl,5,True,36.78
iAZZspq,18,True,66.29
hfssiKZ,37,False,20.84
gXvNzHL,77,False,49.3
xiqRIRf,64,False,16.63
SmWTvRs,91,True,2.93
azfiUif,50,True,92.69
QkIZFYn,56,False,35.05
kSlBmFZ,83,False,74.45
JJBjsED,28,False,12.62
qNuZkrh,3,,41.44
IDpFMzs,65,False,82.7
MqewXnN,63,True,8.15
WOVgIsl,84,False,13.64
hmseMoy,65,True,82.44
OpAcrrT,36,False,31.65
tqodhjh,49,False,37.13
LkLUojg,73,True,38.19
OYplpvP,27,True,80.35
bZqxrwJ,69,False,
mEtcLWP,62,False,71.62
zqroINR,73,False,77.88
sYQcRbk,54,True,19.73
luxnYhR,80,True,57.43
lLKVEyk,96,True,28.3
sDckQqN,49,True,91.88
QzXBSYM,22,True,82.5
vOIOjFv,94,False,46.71
qCbntds,5,False,2.1
DCnBBIp,7,,42.59
szdyoKj,,False,42.38
qEpLegF,57,False,43.46
ZfJqsAG,58,False,67.82
rbZJTwo,92,False,97.41
NbKJSVJ,84,False,
YHSOGYy,83,False,54.15
JPbZFaD,10,True,52.78
CQPGfIE,63,False,61.03
KdBeIlD,7,False,71.83
ascvvrH,1,False,9.0
ZIrjuuW,48,True,28.63
yzqEuhq,75,True,
PbDSRWy,65,True,97.75
VBlQHAF,53,False,23.77
TRYRiLG,,True,71.62
aglVkQo,97,True,22.28
DuOQEmc,97,False,19.94
alxZFEF,8,True,31.4
PnnbFYb,39,True,33.05
WJHRWSD,23,True,40.45
uEGLMjA,76,True,79.24
FASmzFx,91,True,79.37
,19,False,49.33
EigfGcl,23,False,20.02
HHDPYeH,20,True,
lXGTFsS,27,,49.33
eZRTZqb,39,True,2.94
mOOiWCD,37,True,83.47
qMNblOw,,False,50.39
zEChFMk,80,False,66.89
GxKMNhm,19,False,87.48
nzKanmj,52,False,34.96
imEhjbV,13,False,39.0
fSuHzMf,100,True,6.36
GNEsJYN,69,True,94.5
BZqVKCz,10,True,69.03
wEovdNC,55,False,85.23
VPPRRpT,25,True,23.59
YuWWFtc,82,True,20.19
EKmleUm,95,False,40.62
lEBYGwd,15,False,21.05
oxnOAps,91,True,71.9
eYClWQy,17,True,31.34
JdmbxLr,95,True,8.86
uZJdYjj,47,True,17.83
wXijryP,86,False,64.53
xAkOzNM,90,True,14.29
xgEbMrv,,True,6.1
akoJlYC,,False,86.45
eOOasXz,54,False,
VjjmKAN,17,True,45.72
DUAjiIo,82,False,45.38
dloqGHJ,68,False,36.96
UswVpxr,92,True,95.83
lCvrgxe,75,True,46.99
LHlzYVF,13,False,
IGoxQtP,4,True,19.48
rdOnqzA,38,False,81.58
NvzQTfi,48,True,95.56
OJRvEGI,6,True,50.96
kevlDuw,49,False,
mdgLRFW,82,True,75.99
abvIYAX,6,True,62.27
MSZsfBx,88,False,17.79
USgXBjy,92,True,37.53
utTjbpk,63,False,41.67
NPddzlc,85,True,55.1
HbCraoQ,44,False,43.16
NuKOKLk,47,True,64.29
YrCcZTH,71,False,11.23
teBuFis,41,True,47.12
XovVNts,92,False,79.93
nxknQzq,32,False,
YdOomEB,36,True,93.84
nPOUXRP,100,True,67.65
CiHRwCJ,62,True,5.27
kOiJOjR,10,False,83.61
WEmNoOX,40,True,56.69
qmkaMOI,86,False,96.69
pXyEEuq,6,,47.3
,10,,4.8
KHhgIjM,2,False,46.44
oLCJXeG,20,True,16.97
AoYjeTJ,35,False,97.51
WodICDo,24,True,12.87
PFzOxLF,3,True,58.18
dwSyePW,94,True,51.63
sgZUyTr,14,True,26.37
OOntDun,79,True,43.81
ClHGDou,8,False,82.36
WAjylKY,57,True,96.53
yQLCQBk,48,False,73.33
PMHFgaH,82,False,11.76
axoIooS,82,False,27.13
TYAVHoE,34,True,45.81
btionBf,11,False,61.79
pPNeUMa,90,False,76.89
RtNvHjb,42,False,67.37
JpUnuzZ,24,True,44.48
ffvmpqw,28,True,8.73
eIYlnKh,68,False,79.54
VLrAFJu,55,,4.76
,3,True,
DGxxDFL,51,False,98.36
,72,False,88.13
VfoGIXy,,,72.52
qtNxyHU,,False,6.53
walnhwG,4,True,85.05
vENHGqA,85,False,12.71
CwfVSzP,35,True,55.04
YEjEPqE,2,True,23.58
XSxsFjy,1,False,65.74
QpEkmBn,80,False,20.44
UtwlFuH,54,False,
vihQBXC,23,True,45.1
xZrXPAZ,10,False,10.18
sKGnTWr,59,True,32.83
,56,False,59.08
YcfOsMF,25,True,42.85
,51,True,89.54
ccXfVmB,80,False,36.3
LpGyXUs,100,True,52.18
ODSBGiD,54,False,64.53
bXiyZVM,43,False,35.49
CozALJC,40,True,98.01
GwRRpDj,52,True,69.94
sUAtEmO,89,False,22.55
LimKvoU,6,False,5.19
fxHdMcQ,10,False,48.26
zcqsVZV,94,True,
AVLvdTY,87,,
fSlCAsy,99,False,50.1
bPPtHew,30,False,60.54
TBncwvj,41,True,18.05
azCnkRj,93,False,47.53
Txhrkuv,79,False,50.3
npPEaYP,55,False,
,70,True,22.67
eXXMzLM,98,True,16.84
oBDnsWK,66,True,59.96
vtInqkP,27,False,64.97
zMKtPEV,,True,28.75
rldEyWj,46,True,98.71
qnWvqrS,97,True,4.38
uLJDcEf,68,False,60.32
uMFNKJq,37,True,44.85
tAJgZeZ,1,False,58.36
DJYIWic,66,True,78.19
lhghpjk,68,True,55.82
znDYdYf,57,False,57.93
yzDhJBT,,True,74.95
WJefFfX,57,True,77.85
rAOXTAG,86,False,66.08
GAUVBnB,,False,46.01
FiKGyeg,38,True,56.3
ndhaeye,98,True,55.41
aUEgWeY,95,,2.39
MpFyoRU,43,False,55.3
,65,False,17.83
CCwVabO,9,True,16.83
ayCinaC,90,False,82.98
mOgCgKj,,True,93.82
dVZTGjr,27,True,13.87
RcJBIeA,46,False,21.47
NsrPkuA,31,False,26.36
NYQytYn,52,True,14.46
xdcHhjw,83,False,6.52
gGfbkEX,33,True,56.82
HPuAdCn,19,True,14.71
UHafclv,34,False,54.27
xNmlXEr,100,False,75.1
gzXGNPO,,False,74.04
sUhVmkw,38,False,98.41
ImwjvZP,33,True,29.87
cEdlISY,30,True,43.48
uNTHMZx,23,,20.96
sXYgmOD,25,False,93.53
VKzfHMV,83,True,66.93
dNCJlwh,24,True,27.97
NhBulnn,92,False,73.1
iApoQpc,20,True,97.78
buTITHb,27,True,26.28
yeqQmxq,13,False,49.11
JROfPON,88,False,92.29
QWeytIz,81,True,27.37
GndOJmO,8,True,89.72
cRboucq,96,,44.67
kVzQnrW,73,False,63.61
Lxuwygp,45,False,37.66
WqzCShM,28,True,75.71
lJDyOKh,48,False,85.88
FzaQBoG,40,True,83.2
eVDqLIT,33,True,15.34
KqvmftJ,37,False,55.65
afzuxvb,3,False,96.3
fUjBBNX,17,False,95.36
YbTglBY,14,False,78.28
MWCjyXA,79,True,64.42
YKRkKOx,82,False,37.2
szZHDcy,28,False,87.26
iYUoeUT,75,False,73.65
RRcofHk,93,True,78.2
mTPetlc,,False,65.97
dIgmqhK,63,False,98.74
,94,False,91.45
OzYhzQi,56,True,25.56
DpxqXYg,23,False,80.25
RaiSrpO,88,False,48.26
jdcWxMK,36,False,21.32
dZPSrbA,28,True,31.33
sBPoSyz,4,True,25.07
lkEVwTJ,44,False,27.56
uuaEnAn,64,False,78.55
ZdyCqsC,31,True,44.85
Kjafqvd,74,False,98.39
YtoOQfH,10,False,87.36
RENwgpx,62,True,22.91
bwpaaTB,89,False,23.0
Mqgqewx,48,True,9.55
BmFmlYC,59,False,82.16
bxKdrqf,94,False,4.69
XIpnwDH,36,False,
JCmLYsb,51,False,42.35
LnAdFDs,85,False,8.96
NuWvViJ,4,False,35.14
zdTLdEb,9,True,93.54
fsbGiQD,17,False,51.25
HbJXHvu,99,False,88.19
lHNqrIE,8,True,63.79
LURUuLQ,33,True,7.74
UQjRbTf,79,True,83.27
WEQlouL,60,True,51.88
LAKzejs,83,False,93.64
avrswJo,98,True,35.04
jftQiRz,27,False,23.0
,8,True,83.3
fsJSTmq,48,True,15.41
FfyGaJm,94,False,47.62
JaVCqYs,32,True,78.02
funrROD,2,False,
YqBAonz,31,True,41.66
SNrXVIu,72,True,50.96
,45,False,18.29
JwUCsEu,71,False,25.62
qKjEfGW,25,True,23.31
nbuCYKm,38,,2.17
ZzwrGhO,96,False,97.54
shVPFse,24,True,48.03
MnIvxnd,31,True,4.27
wjlwLTF,92,False,82.99
RqGiokc,49,True,89.23
AzRheeq,87,True,89.14
zPzYvfd,60,False,45.25
SRSOQCh,92,True,62.49
unMXenM,28,False,69.97
dqArfnQ,46,True,59.71
xfRuumb,15,False,45.7
sIhCqUZ,72,False,10.5
oNuLRbx,93,True,21.81
xBxXosu,73,True,48.69
oTPwADO,37,False,59.41
gklQVqI,70,False,61.64
waVjIoY,21,False,15.15
PnqWYhh,71,True,80.82
ioiMfmM,,True,90.12
XKgJBIW,,False,61.99
pfCRKzY,59,True,35.56
AcJSrWq,56,True,48.87
MDsChpj,38,True,27.73
iBQXYFP,25,False,
fhhubeM,,True,12.06
zXRzioH,8,False,60.81
GcmluZX,5,,87.49
oGRVAKL,93,True,65.42
sUWadIZ,1,False,57.09
smpJLZy,58,False,46.74
tmsusjR,,True,63.26
skZiGiJ,49,True,17.81
UADdwfv,48,False,54.25
dBGnyUY,51,True,33.59
gsPkFCA,,True,11.97
tNmRNbZ,48,False,36.3
SANroHk,51,False,89.19
sGTkGYs,63,True,99.15
bYvFLBu,75,True,2.89
dQzXTzo,58,True,4.27
tfXxPfh,44,True,30.46
XkeMPxR,55,False,27.47
VWyBzHg,40,False,84.58
Gggvkex,77,False,56.49
RRcLmFt,44,True,31.61
hziCRik,,True,93.62
uYepoEO,11,False,14.35
dKuisfW,23,False,46.19
zsyJYZm,33,False,96.34
VHkOhMi,,True,
yXyqNJD,45,False,94.41
KStSHNL,29,,4.7
QQwUnVA,75,True,13.09
MJAEnAa,20,,
MYpNkpq,58,False,95.56
dQZteAU,11,True,75.76
lACGYZR,32,False,96.6
LefxBHC,68,True,56.3
pEZepUf,53,True,76.17
QAiSmPp,70,False,8.84
YppaSgt,40,True,17.08
lcGsvpl,12,False,35.53
hBIDniN,4,False,9.05
QsxLIwk,71,True,15.57
QQXjBOR,82,,1.56
CHcDlpz,50,False,66.44
emZokFG,55,True,2.7
kawgNqT,14,True,52.26
PHCEmWd,52,False,59.95
pZRABOx,4,False,
QNqzwKH,16,True,74.02
kEtvjWS,77,True,97.28
VygZKuX,83,True,74.4
iXsumeG,4,True,64.89
mahHSWH,45,False,57.43
QuJlOgp,7,True,98.61
rYHZnpb,38,True,26.05
ESJGuwo,54,False,57.07
mMLXQVm,65,True,25.75
oZAunLu,86,False,76.24
zlRXOHo,85,True,16.99
IDBiNHs,77,False,25.51
tJvPRIS,59,True,32.96
wIGgmwU,29,True,29.3
LOzYsGN,77,True,5.97
yudNNcN,97,,38.94
npNnVUz,49,True,4.65
yXlPDHM,18,True,51.71
bpSegTD,51,,
IlUVTmw,29,False,72.83
SkMovdF,68,False,2.34
RYoHtrR,37,False,86.27
JOvsmoI,44,False,4.88
PvyjaHA,9,False,8.88
ArERdJH,65,,65.68
hbSsEYk,57,True,67.57
OeFgzgD,86,False,73.1
SxNiJTF,61,True,36.79
kyufICi,58,True,85.36
xvsiVvL,37,True,28.54
HKkAASV,13,False,84.67
gJMRfbt,89,False,11.16
,39,False,64.42
EPQmXKQ,28,False,62.19
DmOwXaj,74,,22.43
kKberyl,33,True,61.75
aCJzLwY,62,False,11.23
pxTcvpq,26,False,80.93
NZgVgex,86,False,70.83
pbfOzHv,37,False,13.48
TUXudGJ,75,,79.04
zELrjjd,33,True,9.72
bbtBpLD,,True,30.26
JpqotVi,43,True,68.09
IzGeMjd,38,False,38.2
ECHrKyg,66,False,77.34
yhBdRoS,16,False,81.83
TdPTOxg,59,True,43.01
GkYWYlZ,27,,64.78
cLarFsP,67,False,34.01
OjoSfdy,77,True,64.49
toDxqsZ,57,True,93.0
pJGTpOb,27,False,9.43
wCOpvyX,60,False,78.79
shFDGPn,99,True,97.02
tcEboWr,,False,74.25
rVPzqzJ,5,True,61.49
IoYpuKY,37,False,53.72
SnztORA,70,False,87.21
gwOypBT,85,False,30.61
KCMeVaO,77,False,97.21
erstVtN,6,True,11.23
SaAGgwX,2,True,68.84
BFAZIKI,19,False,
VBtQFqC,1,True,78.08
PpmqJJP,11,False,
IlbVvQb,49,False,20.61
nKmEQKy,98,True,34.46
lvpmxyv,74,True,81.3
HXFSNMp,24,False,3.56
OjjtGFU,1,True,21.62
bIVxyhr,41,True,34.1
FjxZssj,4,True,82.25
WgshvWA,22,False,45.66
ZZBgwkk,73,True,8.05
awbqScG,60,False,42.43
TpDYnwM,4,True,59.41
TzEFwnW,67,True,78.8
FwEBTBQ,32,,45.15
sVACvAU,100,False,53.29
DLInXvs,3,True,22.34
UHhXRIG,60,False,84.69
WbaEtUu,13,True,30.8
neHRQyr,48,True,99.25
AkIWaUR,97,True,13.98
eTPzQNA,2,True,68.71
HBGJLBD,65,True,28.17
tjXnoDB,34,True,79.58
OyOeMdG,,False,48.92
MDHsuDa,33,False,30.17
,61,True,99.4
YZECvhm,68,False,11.88
vUPKgnJ,1,True,34.15
MzeIPzT,10,True,51.17
VwIJJDr,54,False,74.62
LKZVdIV,38,True,78.38
OsUTSrQ,96,False,30.78
CeMImQS,54,True,64.23
oxqvJei,78,False,61.34
FykENxW,74,True,
,26,False,80.28
kKaOQKm,4,False,10.61
vXlLpzK,48,True,47.71
wtFWoKn,66,False,89.14
siOGXkr,71,True,13.39
lVxoqBr,,True,2.06
LuOScoI,57,True,9.11
,89,True,68.31
EzvkXyC,86,True,9.86
jepenAs,54,False,
lbrVOaE,23,False,65.42
GzmzaqL,45,False,8.9
IwwGOEL,67,False,84.09
dIqNXVW,65,True,27.27
xAmQLwV,9,False,94.31
CfoIZbe,89,True,56.68
AtEaRFR,94,True,4.02
ILocpKO,21,False,2.22
LCLmmMa,13,True,19.16
,74,False,30.73
IHlyBSd,26,False,27.91
ZUUsjSl,87,True,91.94
YtEoJDi,40,False,9.1
riRuNAG,61,True,62.32
sUKhecP,32,False,10.59
xZeYBHi,53,False,64.86
,45,True,74.04
KfIeKEE,80,True,1.61
sjBDUHo,25,True,83.69
cZBsIfR,55,True,29.19
FAdAAmL,15,True,80.61
uOZuDSy,74,False,68.04
tnNdvyy,19,,83.64
slvniml,88,True,72.36
jPpVeMd,33,False,34.59
,72,True,75.22
igFYgiI,50,True,14.4
pZPxIgE,20,False,79.46
fVMLGLi,36,True,42.71
oInVxQv,30,True,86.8
FkBoxpg,70,True,49.12
GqutGju,98,False,31.82
oeoZSoD,94,True,7.45
pViGlLY,82,False,82.91
RAJvEms,58,False,38.71
CCzpVIl,87,True,61.71
JPIhLYO,5,False,
tXGIwPs,58,True,76.9
IKPJudY,75,True,61.13
CHLpXfI,86,False,76.45
LyCyDcl,91,,52.54
vrACpWQ,20,False,75.26
icedqRh,6,True,43.26
soCudcB,88,True,98.64
JAXXcRl,42,False,91.61
GhxkfSm,69,False,71.19
LxRQmHY,24,True,50.39
BHxGqyf,,False,31.13
mANnXsw,12,False,54.96
PmhytxI,47,False,95.43
dPEGmUi,70,False,50.16
vFrSvof,8,,51.33
IYrnhCv,36,False,83.17
,42,True,1.09
miNIble,57,False,73.96
OveRmqb,11,False,52.09
REQNBcH,,True,4.86
jaJLScq,70,True,88.57
hsGUdUx,20,False,29.3
WItDMFR,43,True,79.17
EBUfKbl,42,False,88.51
HtLvjhH,7,False,3.31
NXNrQyH,37,False,91.88
WQjIOGG,75,True,21.93
nXyxtAs,100,False,95.33
nwqokvN,52,False,48.85
TEyKHad,66,False,35.6
bucITqg,17,True,41.03
tIOiMjQ,36,True,50.29
nRWVVms,55,False,80.68
jIocrjx,,False,67.23
ZJMxiYZ,96,True,75.19
KWjuGPC,52,False,25.62
LwHhWYh,41,True,32.03
lFikCGM,,False,48.82
kyirgPZ,38,True,43.86
mEOMIPZ,75,True,56.93
JWPMBaZ,75,False,88.28
zynlgPE,28,True,
oaPrnrM,93,,2.2
BfReisZ,49,True,47.71
eRxARhk,52,,35.0
kslVGXn,17,True,21.82
VwlQVJH,72,False,90.7
,,False,44.04
eluZJyv,27,True,2.91
xPFlvPk,48,False,38.59
CDUrrIK,72,True,21.06
Zejkuws,36,False,79.49
zedfwHO,13,True,35.04
MdkbwMI,31,True,86.56
qZfvTTK,22,True,88.74
bQXmwLR,43,False,75.58
OIIsytv,14,True,91.66
gwDTXGJ,33,True,93.64
joSNqZd,6,False,15.89
ViGYDJi,40,False,36.39
qQJTIlJ,59,True,32.91
xprFfQS,37,False,13.2
uUGpRaG,33,True,13.06
QsUKKsl,59,,33.62
bDJdzFu,94,False,27.23
DEhWrWU,90,False,42.68
,3,True,75.34
OjScJed,69,False,34.54
AQAyIIJ,90,False,65.27
yiKSUrB,8,True,43.19
xMQgrGE,28,False,63.69
zUTBBlD,55,True,58.8
ElVZCul,60,False,31.8
ZdFKrWz,84,False,11.27
qPANATs,,False,40.35
aHrlsFG,84,False,97.07
tfmPcZt,40,True,83.34
wJGMQYH,67,False,40.0
FjAKZtY,,False,98.73
,77,True,30.38
ogefkeQ,76,False,76.34
nOxjUAP,76,False,8.03
oRaqxGH,,False,39.31
CJGHKWg,9,,88.49
ZOsKXkZ,1,False,57.39
OhssGlk,92,False,
lnkKPaG,80,True,29.59
GTkqZXI,42,True,33.0
LgwjHuP,38,False,55.07
OomWMLB,98,False,99.74
,29,True,57.01
mXnHkdR,49,True,90.87
bHQNjsV,30,True,89.77
diltMqH,79,True,34.21
HyualSu,64,False,68.52
gKhmgnP,92,False,17.07
,83,False,54.81
reDgPxx,73,False,95.62
yRlcFXI,9,False,21.27
rCMDUIO,61,False,23.93
exouryW,99,False,41.44
BtXjZDT,1,,76.62
,52,False,16.11
gvhaSak,75,False,58.64
IleGlpr,70,True,78.36
dSjhvXz,13,False,99.03
XICaiTk,15,True,75.29
cbVKaOJ,19,False,46.48
tIjkLhn,69,False,83.13
MmhDDiD,14,True,42.75
zxPHymc,76,False,98.31
XOhrvqh,51,True,47.59
AFwhAwp,16,False,4.55
BKrZSSC,100,True,74.58
qXVabsE,72,True,42.9
KvAwceu,86,False,84.41
WSXtVDf,59,False,39.16
vtNoXzj,8,True,
ihVCFiv,90,True,62.61
ERYZWOo,65,True,71.04
LPVEsjh,59,False,42.6
,65,False,36.19
lBIAPbG,25,False,59.48
yBoygxv,75,True,5.2
GgeYtlR,68,True,60.56
mHaLXTs,41,True,30.01
fZoiezv,96,True,1.27
OWxuuQZ,31,False,
jUivCAI,1,False,73.59
vDWwcSe,,False,93.97
MmSibyb,65,False,80.17
evDjMmA,45,True,78.57
cIDXePf,91,False,35.46
wBZtaIa,18,True,21.0
vqAlywD,92,True,76.61
hCfElTi,66,False,57.22
gxLdiUt,54,True,38.46
ZjofReh,41,True,59.64
XRjUJBP,99,True,97.3
hFZuyTB,45,True,19.17
lZTmYoq,79,True,61.99
zhsMAbO,9,True,63.14
bcrESGw,70,False,9.79
QKYoQXE,6,,
XvtSPBX,9,True,34.27
GkHquTW,95,False,64.95
mmruwiZ,8,True,78.29
aMumdKZ,98,False,2.59
obPKyxy,88,True,22.33
KPkYmNn,14,True,46.58
zpVnUwz,6,,97.9
bLGhufL,70,True,48.17
uEgLXEm,1,True,96.66
HVmQxoH,39,True,48.61
iGCKeOY,76,False,92.23
btLRGoP,73,,12.11
CbYebeS,70,False,4.15
HxSlQlP,29,,97.44
dwAFqoS,85,True,96.54
tCQLHHL,51,True,16.91
qCNJGYv,54,False,9.84
ERVjtuv,63,True,14.48
cQtbCtv,73,False,25.12
PeUzQmA,3,True,15.25
JgHojGh,11,False,8.61
laWEvCx,49,True,66.51
ozyTsBL,88,True,51.82
LVsYcYg,59,True,76.08
nMVDIkr,79,False,37.5
DiEmkMO,17,True,39.72
